1588	2110	1	1	1	2	0
1611	2123	1	1	1	2	1
1796	2276	1	1	1	2	2
1915	2390	1	1	1	2	3
1977	2460	1	1	1	2	4
2009	2477	1	1	1	2	5
2049	2502	1	1	1	2	6
1985	2573	0	1	1	2	7
2191	2637	1	1	1	2	8
2335	2673	1	1	1	2	9
2355	2658	1	0	1	2	10
2366	2637	1	0	1	2	11
2401	2681	1	1	1	2	12
2455	2754	1	1	1	2	13
2497	2715	1	0	1	2	14
2468	2671	0	0	1	2	15
2536	2704	1	1	1	2	16
2544	2767	1	1	1	2	17
2546	2745	0	0	1	2	18
2584	2723	1	0	1	2	19
2586	2717	0	0	1	2	20
2590	2714	1	0	1	2	21
2625	2768	1	1	1	2	22
2662	2788	1	1	1	2	23
2664	2771	0	0	1	2	24
2640	2724	0	0	1	2	25
2607	2679	0	0	1	2	26
2587	2734	0	1	1	2	27
2589	2816	0	1	1	2	28
2582	2860	0	1	1	2	29
2574	2845	0	0	1	2	30
2555	2816	0	0	1	2	31
2561	2828	1	1	1	2	32
2591	2892	1	1	1	2	33
2624	2873	1	0	1	2	34
2632	2812	1	0	1	2	35
2617	2812	0	0	1	2	36
2601	2841	0	1	1	2	37
2589	2850	0	1	1	2	38
2630	2807	1	0	1	2	39
2514	2734	0	0	1	2	40
2492	2657	0	0	1	2	41
2462	2665	0	1	1	2	42
2440	2725	0	1	1	2	43
2425	2689	0	0	1	2	44
2409	2649	0	0	1	2	45
2387	2640	0	0	1	2	46
2353	2653	0	1	1	2	47
2421	2677	1	1	1	2	48
2369	2674	0	0	1	2	49
2325	2619	0	0	1	2	50
2274	2560	0	0	1	2	51
2212	2513	0	0	1	2	52
2163	2510	0	0	2	2	53
2132	2531	0	1	1	2	54
2114	2532	0	0	1	2	55
2098	2533	0	0	1	2	56
2085	2574	0	1	1	2	57
2083	2631	0	1	1	2	58
2065	2651	0	1	1	2	59
2071	2647	1	0	1	2	60
2101	2628	1	0	1	2	61
2131	2697	1	1	1	2	62
2131	2718	0	1	1	2	63
2149	2784	1	1	1	2	64
2173	2842	1	1	1	2	65
2185	2855	1	1	1	2	66
2199	2847	1	0	1	2	67
2232	2882	1	1	1	2	68
2254	2900	1	1	1	2	69
2253	2837	0	0	1	2	70
2234	2748	0	0	1	2	71
2218	2702	0	0	1	2	72
2239	2789	1	1	1	2	73
2270	2905	1	1	1	2	74
2322	2869	1	0	1	2	75
2339	2791	1	0	1	2	76
2329	2743	0	0	1	2	77
2322	2849	0	1	1	2	78
