517,6,0.033937578,1,1
517,7,0.033021022,1,1
516,10,0,1,1
515,7,0.033021022,1,1
513,7,0.033021022,1,1
511,7,0.033021022,1,1
508,7,0.033021037,1,1
507,8,0,0,1
505,7,0,1,1
503,7,0,1,1
501,10,0,1,0
499,8,0.065970205,1,0
496,7,0.098776583,1,1
496,7,0.098776583,1,1
493,7,0.13497675,1,0
490,7,0.168150166,0,0
489,6,0.20095426,1,1
486,2,0.239743114,1,1
484,2,0.233325881,0,0
482,4,0.23332587,1,0
479,3,0.27241985,0,0
477,2,0.335967601,1,0
475,2,0.345092628,1,1
472,2,0.335967601,1,1
470,0,0.345092614,0,0
468,0,0.335967601,0,0
466,-2,0.345092614,0,0
464,-4,0.345092633,0,1
462,-2,0.272419832,0,1
460,-4,0.23332587,0,1
458,-4,0.20095426,0,0
455,-4,0.134976737,0,0
453,-6,0.134976752,1,1
450,-6,0.134976752,1,1
450,-7,0.168150169,1,0
447,-6,0.200954272,1,0
444,-7,0.239743118,0,0
444,-8,0.265207122,0,1
442,-9,0.239743099,0,1
440,-6,0.200954257,1,0
439,-10,0.27241985,0,0
437,-10,0.312901227,0,0
435,-9,0.304510882,0,1
435,-12,0.304510886,0,1
433,-12,0.265207104,0,0
429,-11,0.20653607,0,0
427,-13,0.168150166,0,0
426,-13,0.13497675,0,1
424,-12,0.101501822,1,1
422,-12,0.101501837,0,0
420,-12,0.101501837,0,0
418,-12,0.101501837,0,0
416,-12,0.101501822,0,0
413,-14,0.101501822,0,0
414,-14,0.065970191,0,1
411,-15,0.033021023,0,0
410,-15,0,0,0
408,-14,-0.067797176,0,1
404,-15,-0.101501822,0,1
403,-13,-0.168150169,0,1
400,-12,-0.200954257,1,0
398,-16,-0.098776597,1,0
396,-12,-0.098776581,1,1
393,-12,-0.098776581,0,1
393,-13,-0.13137113,1,1
390,-12,-0.134976752,1,1
388,-11,-0.13137113,1,1
386,-10,-0.13497675,1,0
383,-12,-0.065970191,1,1
381,-12,-0.065970205,1,1
379,-12,-0.065970205,0,0
376,-12,-0.065970191,0,0
374,-12,-0.065970191,0,0
372,-11,-0.067797161,1,1
370,-10,-0.065970205,1,1
368,-10,-0.065970205,1,0
364,-7,-0.033021022,1,0
362,-9,0.033021023,0,0
359,-8,0.065970205,0,1
357,-9,0.033021023,1,1
355,-9,0.033021023,1,0
353,-11,0.098776583,1,0
351,-8,0.098776596,0,1
350,-8,0.065970205,1,1
348,-8,0.065970205,1,1
345,-8,0.065970191,1,1
342,-11,0.098776597,1,0
341,-13,0.168150166,0,0
338,-9,0.163687401,0,1
337,-10,0.131371128,1,1
335,-10,0.131371113,0,0
332,-14,0.168150166,0,0
330,-14,0.168150166,0,0
327,-14,0.168150166,0,0
325,-15,0.163687413,0,0
326,-16,0.13137113,0,0
325,-14,0.065970191,1,0
324,-14,0.101501822,0,1
323,-14,0.065970191,1,1
321,-14,0.065970205,0,1
320,-15,0.033021038,0,1
316,-16,0,0,1
314,-15,-0.06597019,0,0
311,-16,-0.098776597,0,1
310,-14,-0.163687401,0,1
307,-14,-0.200954272,0,1
304,-15,-0.233325885,0,0
301,-11,-0.304510882,0,0
299,-13,-0.335967601,0,1
297,-12,-0.376556066,0,1
295,-9,-0.448723346,0,0
293,-9,-0.47835243,1,0
290,-7,-0.448723346,1,0
288,-7,-0.386875711,1,1
286,-7,-0.376556066,1,1
284,-5,-0.386875726,1,1
281,-5,-0.376556052,1,0
279,-2,-0.345092614,1,0
277,-1,-0.304510886,1,0
275,2,-0.272419846,0,1
273,0,-0.272419832,1,0
271,1,-0.239743099,1,0
269,3,-0.20095426,0,1
266,4,-0.233325885,1,1
264,4,-0.233325885,1,0
262,6,-0.200954257,0,0
259,4,-0.134976752,0,0
258,6,-0.098776597,0,1
255,6,-0.134976737,1,1
253,6,-0.134976752,0,0
250,7,-0.13137113,1,0
248,5,-0.065970204,0,0
245,8,-0.065970191,1,0
243,8,0,0,1
242,7,-0.033021023,0,1
239,7,-0.065970204,0,0
236,6,-0.098776583,0,0
234,8,-0.163687401,0,1
231,8,-0.200954257,0,1
228,10,-0.265207122,0,0
226,10,-0.304510886,0,0
224,9,-0.345092628,0,0
221,12,-0.407255838,1,0
219,13,-0.376556052,1,1
217,11,-0.335967601,1,1
215,13,-0.345092628,0,0
212,13,-0.335967606,0,0
210,15,-0.345092619,1,0
208,16,-0.304510882,1,1
206,18,-0.304510882,1,1
204,18,-0.304510882,0,0
201,19,-0.304510886,0,0
199,19,-0.304510886,0,0
197,21,-0.304510886,1,0
195,22,-0.272419846,1,1
193,24,-0.272419832,0,0
190,24,-0.265207119,0,0
188,26,-0.272419846,0,0
186,26,-0.265207122,0,0
184,28,-0.27241985,1,0
180,27,-0.23332587,1,0
178,30,-0.20095426,0,0
175,29,-0.131371115,0,0
172,28,-0.06779716,0,0
170,32,-0.065970205,0,0
167,30,0,1,0
164,31,0.033021023,0,0
162,29,0.101501835,0,0
159,30,0.13497675,0,0
158,28,0.20095426,0,0
155,29,0.233325881,0,0
155,29,0.233325881,0,0
154,31,0.163687401,0,0
155,30,0.131371113,0,0
154,32,0.065970191,0,0
155,31,0.033021023,0,0
154,30,0,0,0
155,27,-0.033021023,1,0
154,30,-0.065970191,1,0
151,27,0.033021022,1,0
148,31,0.033021038,0,0
147,29,0.098776597,0,0
143,27,0.168150166,0,0
140,28,0.20095426,0,0
137,29,0.233325881,1,0
135,26,0.304510882,1,0
132,27,0.335967606,0,0
130,27,0.376556052,0,0
128,24,0.448723346,1,0
126,23,0.491038017,1,0
122,23,0.52026718,0,0
121,20,0.577675937,0,0
120,18,0.621697711,0,0
118,16,0.683709303,1,1
116,14,0.710318306,1,1
116,12,0.710318316,1,1
114,10,0.710318316,1,1
111,8,0.710318316,1,1
109,7,0.710318328,1,1
108,5,0.729024549,1,1
106,3,0.729024539,1,1
105,3,0.710318316,0,0
103,1,0.710318316,0,1
100,-1,0.683709313,0,1
98,-4,0.648995557,0,1
95,-3,0.577675937,0,1
94,-5,0.534070378,0,1
91,-6,0.49103801,0,1
88,-7,0.418224334,1,1
88,-11,0.448723346,1,1
86,-13,0.448723346,0,0
83,-13,0.437163737,0,0
81,-15,0.448723346,0,1
79,-14,0.407255852,1,1
77,-15,0.376556066,1,1
74,-15,0.376556066,0,0
73,-17,0.386875711,0,0
70,-17,0.376556057,0,0
68,-21,0.418224334,0,1
66,-21,0.376556066,0,0
63,-22,0.33596762,0,0
59,-21,0.265207119,0,0
57,-24,0.233325885,0,1
56,-24,0.200954275,0,0
53,-23,0.13137113,0,0
51,-25,0.101501837,0,0
48,-24,0.033021037,0,0
45,-25,0,0,0
44,-24,-0.033021023,0,0
44,-26,0.033021023,0,0
43,-25,0.06597019,0,0
44,-27,0.13137113,0,0
43,-25,0.168150166,0,0
42,-24,0.20095426,0,0
42,-24,0.23332587,0,0
44,-25,0.304510882,0,0
43,-24,0.33596762,0,0
44,-24,0.386875726,0,0
44,-25,0.448723346,0,0
44,-26,0.491038024,0,1
42,-22,0.491038017,0,0
42,-24,0.460865971,0,0
39,-25,0.418224334,0,0
37,-26,0.376556071,0,1
35,-26,0.312901227,0,1
33,-28,0.272419836,0,0
31,-29,0.233325867,0,0
27,-28,0.163687401,0,0
25,-33,0.168150181,0,0
22,-31,0.098776597,0,0
21,-32,0.065970205,0,0
20,-31,0.098776597,0,0
21,-33,0.168150166,0,0
20,-32,0.20095426,0,0
20,-31,0.233325867,0,0
21,-32,0.304510886,0,0
21,-31,0.335967601,0,0
21,-32,0.386875711,0,0
21,-30,0.41822432,0,0
22,-33,0.491038017,0,0
20,-30,0.504355446,0,0
