1280	1765	1	1	1	2	0
1289	1784	1	1	1	2	1
1349	1901	1	1	1	2	2
1382	1937	1	1	1	2	3
1404	1921	1	0	1	2	4
1417	2051	1	1	1	2	5
1462	2389	1	1	1	2	6
1522	2499	1	1	1	2	7
1559	2494	1	0	1	2	8
1573	2442	1	0	1	2	9
1581	2399	1	0	1	2	10
1631	2550	1	1	1	2	11
1715	2680	1	1	1	2	12
1782	2692	1	1	1	2	13
1835	2625	1	0	1	2	14
1850	2566	1	0	1	2	15
1874	2599	1	1	1	2	16
1860	2608	0	1	1	2	17
1878	2554	1	0	1	2	18
1870	2486	0	0	1	2	19
1873	2421	1	0	1	2	20
1854	2492	0	1	1	2	21
1837	2547	0	1	1	2	22
1820	2530	0	0	1	2	23
1800	2487	0	0	1	2	24
1769	2422	0	0	1	2	25
1748	2421	0	0	1	2	26
1722	2443	0	1	1	2	27
1703	2402	0	0	1	2	28
1669	2344	0	0	1	2	29
1661	2306	0	0	1	2	30
1637	2313	0	1	1	2	31
1627	2307	0	0	1	2	32
1643	2316	1	1	1	2	33
1622	2290	0	0	1	2	34
1619	2249	0	0	1	2	35
1646	2308	1	1	1	2	36
1629	2378	0	1	1	2	37
1602	2375	0	0	1	2	38
1577	2361	0	0	1	2	39
1552	2338	0	0	1	2	40
1545	2358	0	1	1	2	41
1557	2448	1	1	1	2	42
1604	2510	1	1	1	2	43
1663	2488	1	0	1	2	44
1715	2445	1	0	1	2	45
1734	2487	1	1	1	2	46
1784	2568	1	1	1	2	47
1858	2632	1	1	1	2	48
1904	2625	1	0	1	2	49
1939	2571	1	0	1	2	50
1962	2668	1	1	1	2	51
2015	2919	1	1	1	2	52
2046	3000	1	1	1	2	53
2066	2959	1	0	1	2	54
2080	2866	1	0	1	2	55
2155	2822	1	0	1	2	56
2211	2851	1	1	1	2	57
2258	2910	1	1	1	2	58
2244	2891	0	0	1	2	59
2296	2834	1	0	1	2	60
2247	2804	0	0	1	2	61
2266	2873	1	1	1	2	62
2410	2922	1	1	1	2	63
2426	2902	1	0	1	2	64
2367	2865	0	0	1	2	65
2385	2902	1	1	1	2	66
2452	3065	1	1	1	2	67
2523	3188	1	1	1	2	68
2558	3157	1	0	1	2	69
2514	3085	0	0	1	2	70
2504	3049	0	0	1	2	71
2539	3112	1	1	1	2	72
2519	3219	0	1	1	2	73
2500	3218	0	0	1	2	74
2456	3148	0	0	1	2	75
2400	3168	0	1	1	2	76
2469	3203	1	1	1	2	77
2421	3195	0	0	1	2	78
2383	3144	0	0	1	2	79
2311	3088	0	0	1	2	80
2340	3043	1	0	1	2	81
2326	3099	0	1	1	2	82
2337	3072	1	0	1	2	83
2297	2971	0	0	1	2	84
2243	2860	0	0	1	2	85
2222	2800	0	0	1	2	86
2224	2801	0	0	1	2	87
2166	2801	0	0	2	2	88
2172	2761	1	0	1	2	89
2119	2713	0	0	1	2	90
2079	2666	0	0	1	2	91
2039	2715	0	1	1	2	92
2000	2705	0	0	1	2	93
1971	2662	0	0	1	2	94
1926	2589	0	0	1	2	95
1926	2520	0	0	1	2	96
1925	2543	0	1	1	2	97
1897	2596	0	1	1	2	98
1978	2624	1	1	1	2	99
2004	2603	1	0	1	2	100
1991	2656	0	1	1	2	101
1951	2750	0	1	1	2	102
2007	2864	1	1	1	2	103
1973	2842	0	0	1	2	104
1950	2756	0	0	1	2	105
1897	2669	0	0	1	2	106
1847	2593	0	0	1	2	107
1798	2535	0	0	2	2	108
1760	2477	0	0	2	2	109
1726	2418	0	0	2	2	110
1697	2362	0	0	2	2	111
1672	2317	0	0	2	2	112
1701	2343	1	1	1	2	113
1786	2372	1	1	1	2	114
1824	2354	1	0	1	2	115
1825	2297	0	0	1	2	116
1816	2256	0	0	1	2	117
1800	2361	0	1	1	2	118
1778	2427	0	1	1	2	119
1756	2384	0	0	1	2	120
1764	2316	1	0	1	2	121
1751	2242	0	0	1	2	122
1698	2177	0	0	1	2	123
1704	2117	1	0	1	2	124
1655	2058	0	0	1	2	125
1613	2005	0	0	1	2	126
1579	2012	0	1	1	2	127
1544	2015	0	1	1	2	128
1509	2002	0	0	1	2	129
1480	1962	0	0	1	2	130
1454	1910	0	0	1	2	131
1412	1864	0	0	1	2	132
1450	1823	1	0	1	2	133
1456	1779	1	0	1	2	134
1433	1733	0	0	1	2	135
1398	1689	0	0	1	2	136
1366	1649	0	0	1	2	137
1340	1611	0	0	1	2	138
1319	1580	0	0	2	2	139
1303	1550	0	0	2	2	140
1333	1516	1	0	1	2	141
1318	1482	0	0	1	2	142
1305	1450	0	0	1	2	143
1325	1420	1	0	1	2	144
1287	1390	0	0	1	2	145
1245	1361	0	0	1	2	146
1211	1333	0	0	1	2	147
1183	1306	0	0	1	2	148
1160	1280	0	0	2	2	149
1140	1257	0	0	2	2	150
1121	1232	0	0	2	2	151
1106	1209	0	0	2	2	152
1091	1187	0	0	2	2	153
1078	1165	0	0	2	2	154
1065	1146	0	0	2	2	155
1058	1128	0	0	2	2	156
1053	1110	0	0	2	2	157
1048	1094	0	0	2	2	158
1044	1077	0	0	2	2	159
1056	1060	1	0	1	2	160
1095	1044	1	0	1	2	161
1066	1029	0	0	1	2	162
1054	1013	0	0	1	2	163
1050	998	0	0	1	2	164
1021	985	0	0	1	2	165
999	972	0	0	2	2	166
986	959	0	0	2	2	167
974	946	0	0	2	2	168
999	935	1	0	1	2	169
1025	922	1	0	1	2	170
995	911	0	0	1	2	171
969	900	0	0	1	2	172
949	889	0	0	1	2	173
937	879	0	0	1	2	174
929	869	0	0	2	2	175
920	860	0	0	2	2	176
957	850	1	0	1	2	177
951	841	0	0	1	2	178
973	832	1	0	1	2	179
948	824	0	0	1	2	180
919	815	0	0	1	2	181
899	807	0	0	1	2	182
882	800	0	0	1	2	183
871	792	0	0	2	2	184
863	785	0	0	2	2	185
860	778	0	0	2	2	186
867	771	1	0	1	2	187
915	765	1	0	1	2	188
877	758	0	0	1	2	189
921	752	1	0	1	2	190
887	746	0	0	1	2	191
915	740	1	0	1	2	192
881	735	0	0	1	2	193
853	729	0	0	1	2	194
831	723	0	0	1	2	195
812	718	0	0	1	2	196
797	713	0	0	2	2	197
786	707	0	0	2	2	198
777	703	0	0	2	2	199
769	699	0	0	2	2	200
763	693	0	0	2	2	201
757	689	0	0	2	2	202
753	684	0	0	2	2	203
750	680	0	0	2	2	204
746	676	0	0	2	2	205
743	672	0	0	2	2	206
741	667	0	0	2	2	207
738	664	0	0	2	2	208
736	660	0	0	3	2	209
734	655	0	0	3	2	210
733	651	0	0	3	2	211
734	648	0	0	3	2	212
735	644	0	0	3	2	213
736	640	0	0	3	2	214
737	636	0	0	3	2	215
737	633	0	0	3	2	216
741	629	1	0	1	2	217
745	625	1	0	1	2	218
783	622	1	0	1	2	219
799	619	1	0	1	2	220
826	615	1	0	1	2	221
818	613	0	0	1	2	222
786	610	0	0	1	2	223
763	606	0	0	1	2	224
748	603	0	0	1	2	225
736	601	0	0	2	2	226
731	598	0	0	2	2	227
726	594	0	0	2	2	228
724	592	0	0	2	2	229
724	589	0	0	2	2	230
732	586	1	0	1	2	231
767	583	1	0	1	2	232
792	580	1	0	1	2	233
777	577	0	0	1	2	234
756	576	0	0	1	2	235
763	573	1	0	1	2	236
771	570	1	0	1	2	237
744	567	0	0	1	2	238
723	565	0	0	1	2	239
708	563	0	0	1	2	240
696	560	0	0	1	2	241
689	558	0	0	2	2	242
682	556	0	0	2	2	243
677	554	0	0	2	2	244
673	552	0	0	2	2	245
671	550	0	0	2	2	246
672	548	0	0	2	2	247
674	545	0	0	2	2	248
674	543	0	0	2	2	249
677	541	1	0	1	2	250
681	538	1	0	1	2	251
686	538	1	0	1	2	252
697	535	1	0	1	2	253
737	534	1	0	1	2	254
742	532	1	0	1	2	255
754	530	1	0	1	2	256
726	528	0	0	1	2	257
704	526	0	0	1	2	258
686	525	0	0	1	2	259
676	523	0	0	1	2	260
669	522	0	0	2	2	261
668	521	0	0	2	2	262
667	519	0	0	2	2	263
670	518	1	0	1	2	264
672	515	0	0	1	2	265
701	514	1	0	1	2	266
734	513	1	0	1	2	267
758	511	1	0	1	2	268
783	509	1	0	1	2	269
757	508	0	0	1	2	270
808	506	1	0	1	2	271
800	505	0	0	1	2	272
781	504	0	0	1	2	273
771	502	0	0	1	2	274
765	501	0	0	1	2	275
754	500	0	0	2	2	276
748	500	0	0	2	2	277
744	499	0	0	2	2	278
739	497	0	0	2	2	279
733	497	0	0	2	2	280
720	495	0	0	2	2	281
696	494	0	0	2	2	282
675	493	0	0	2	2	283
660	492	0	0	2	2	284
647	491	0	0	2	2	285
638	490	0	0	2	2	286
630	489	0	0	2	2	287
625	488	0	0	3	2	288
621	486	0	0	3	2	289
617	486	0	0	3	2	290
614	485	0	0	3	2	291
612	484	0	0	3	2	292
610	483	0	0	3	2	293
611	482	0	0	3	2	294
609	481	0	0	3	2	295
610	480	0	0	3	2	296
