-100	-30	0.5833441191967864
-100	-20	0.5873611746945188
-100	-10	0.5898654057753332
-100	0	0.5907167452767578
-100	100	0.5314675046441708
-100	200	0.4534237545385798
-100	300	0.39478347401172054

0	-30	0.8254388592836084
0	-20	0.8974615070171936
0	-10	1.020601115044291
0	0	1.0
0	100	0.6117579037265771
0	200	0.48921401071564913
0	300	0.41804321105358666

100	-30	0.6256413403250883
100	-20	0.6299496652109586
100	-10	0.6326354735328831
100	0	0.6335485421131858
100	100	0.5700032468016365
100	200	0.4863006863176305
100	300	0.42340850570153166

200	-30	0.5225840798647746
200	-20	0.5237460088016347
200	-10	0.5244501391851989
200	0	0.5246860288767218
200	100	0.5036225751533215
200	200	0.45939949351710596
200	300	0.41399715353523076

300	-30	0.4633595678380121
300	-20	0.4638947327564217
300	-10	0.4642172742475859
300	0	0.4643250301043881
300	100	0.45410908637751524
300	200	0.42874361158802854
300	300	0.39745731339475426

400	-30	0.42275758629332194
400	-20	0.42306716253206694
400	-10	0.4232533820463636
400	0	0.4233155344762798
400	100	0.41728894319306536
400	200	0.40117586046228704
400	300	0.3791654713991118

500	-30	0.3923053748889283
500	-20	0.3925084631537376
500	-10	0.3926305169333091
500	0	0.39267123507721996
500	100	0.3886803870781035
500	200	0.37759587820346874
500	300	0.36152609501754956

600	-30	0.368188294647221
600	-20	0.3683325660297124
600	-10	0.3684192289258781
600	0	0.368448133263654
600	100	0.3655983221641132
600	200	0.3575075772381834
600	300	0.3453379660127871

